,season,round,circuit_id,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,driver,nationality,constructor,grid,podium,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time,driver_age
1865,1987,12,estoril,False,False,True,False,False,nannini,Italian,minardi,14,11,0,0,24,0,0,14,4.163999999999987,28
1862,1987,12,estoril,False,False,True,False,False,satoru_nakajima,Japanese,team_lotus,15,8,6,0,10,55,2,2,4.602000000000004,34
1880,1987,12,estoril,False,False,True,False,False,danner,German,zakspeed,16,26,0,0,22,2,0,9,4.7379999999999995,29
1871,1987,12,estoril,False,False,True,False,False,brundle,British,zakspeed,17,17,2,0,16,2,0,9,4.780000000000001,28
1874,1987,12,estoril,False,False,True,False,False,arnoux,French,ligier,18,20,1,0,19,1,0,10,5.61699999999999,39
1873,1987,12,estoril,False,False,True,False,False,alliot,French,larrousse,19,19,1,0,18,1,0,11,5.959999999999994,33
1877,1987,12,estoril,False,False,True,False,False,campos,Spanish,minardi,20,23,0,0,26,0,0,14,5.971000000000004,27
1866,1987,12,estoril,False,False,True,False,False,streiff,French,tyrrell,21,12,4,0,12,8,0,6,6.189999999999998,32
1863,1987,12,estoril,False,False,True,False,False,capelli,Italian,march,22,9,1,0,20,1,0,12,6.284999999999997,24
1876,1987,12,estoril,False,False,True,False,False,ghinzani,Italian,ligier,23,22,0,0,21,1,0,10,6.484999999999999,35
1864,1987,12,estoril,False,False,True,False,False,palmer,British,tyrrell,24,10,4,0,14,8,0,6,6.596999999999994,30
1875,1987,12,estoril,False,False,True,False,False,caffi,Italian,osella,25,21,0,0,25,0,0,15,7.171999999999997,23
1872,1987,12,estoril,False,False,True,False,False,forini,Swiss,osella,26,18,0,0,28,0,0,15,9.015,28
1884,1987,13,jerez,True,False,False,False,False,piquet,Brazilian,williams,1,4,67,3,1,110,7,1,0.0,35
1881,1987,13,jerez,True,False,False,False,False,mansell,British,williams,2,1,43,4,3,110,7,1,0.6200000000000045,34
1897,1987,13,jerez,True,False,False,False,False,berger,Austrian,ferrari,3,17,18,0,6,26,0,4,0.703000000000003,28
1895,1987,13,jerez,True,False,False,False,False,alboreto,Italian,ferrari,4,15,8,0,9,26,0,4,1.7310000000000088,30
1885,1987,13,jerez,True,False,False,False,False,senna,Brazilian,team_lotus,5,5,49,2,2,55,2,3,1.8589999999999947,27
1902,1987,13,jerez,True,False,False,False,False,fabi,Italian,benetton,6,22,10,0,7,20,0,5,2.0619999999999976,32
1882,1987,13,jerez,True,False,False,False,False,prost,French,mclaren,7,2,40,3,4,62,3,2,2.135000000000005,32
1896,1987,13,jerez,True,False,False,False,False,boutsen,Belgian,benetton,8,16,10,0,8,20,0,5,2.834000000000003,30
1893,1987,13,jerez,True,False,False,False,False,patrese,Italian,brabham,9,13,2,0,17,6,0,8,2.8740000000000094,33
1903,1987,13,jerez,True,False,False,False,False,cesaris,Italian,brabham,10,23,4,0,12,6,0,8,3.3500000000000085,28
1883,1987,13,jerez,True,False,False,False,False,johansson,Swedish,mclaren,11,3,22,0,5,62,3,2,3.685999999999993,31
1890,1987,13,jerez,True,False,False,False,False,warwick,British,arrows,12,10,3,0,15,8,0,7,4.26700000000001,33
1888,1987,13,jerez,True,False,False,False,False,cheever,American,arrows,13,8,5,0,11,8,0,7,4.600999999999999,29
1899,1987,13,jerez,True,False,False,False,False,arnoux,French,ligier,14,19,1,0,20,1,0,10,5.780000000000001,39
1887,1987,13,jerez,True,False,False,False,False,streiff,French,tyrrell,15,7,4,0,13,8,0,6,5.869,32
1898,1987,13,jerez,True,False,False,False,False,palmer,British,tyrrell,16,18,4,0,14,8,0,6,5.89200000000001,30
1886,1987,13,jerez,True,False,False,False,False,alliot,French,larrousse,17,6,1,0,18,1,0,11,5.900000000000006,33
1889,1987,13,jerez,True,False,False,False,False,satoru_nakajima,Japanese,team_lotus,18,9,6,0,10,55,2,3,5.906000000000006,34
1892,1987,13,jerez,True,False,False,False,False,capelli,Italian,march,19,12,1,0,19,1,0,12,6.016000000000005,24
1891,1987,13,jerez,True,False,False,False,False,brundle,British,zakspeed,20,11,2,0,16,2,0,9,6.13600000000001,28
1901,1987,13,jerez,True,False,False,False,False,nannini,Italian,minardi,21,21,0,0,24,0,0,14,6.141000000000005,28
1900,1987,13,jerez,True,False,False,False,False,danner,German,zakspeed,22,20,0,0,22,2,0,9,6.206000000000003,29
1904,1987,13,jerez,True,False,False,False,False,ghinzani,Italian,ligier,23,24,0,0,21,1,0,10,6.605000000000004,35
1894,1987,13,jerez,True,False,False,False,False,campos,Spanish,minardi,24,14,0,0,26,0,0,14,7.076999999999998,27
1905,1987,13,jerez,True,False,False,False,False,fabre,French,ags,25,25,0,0,23,0,0,13,8.233000000000004,27
1906,1987,13,jerez,True,False,False,False,False,larini,Italian,coloni,26,26,0,0,29,0,0,16,8.521,23
1907,1987,14,rodriguez,True,False,False,False,False,mansell,British,williams,1,1,52,5,2,122,8,1,0.0,34
1925,1987,14,rodriguez,True,False,False,False,False,berger,Austrian,ferrari,2,18,18,0,6,26,0,4,0.043000000000006366,28
1908,1987,14,rodriguez,True,False,False,False,False,piquet,Brazilian,williams,3,2,70,3,1,122,8,1,0.0799999999999983,35
1926,1987,14,rodriguez,True,False,False,False,False,boutsen,Belgian,benetton,4,19,10,0,8,20,0,5,0.30800000000000693,30
1932,1987,14,rodriguez,True,False,False,False,False,prost,French,mclaren,5,26,46,3,4,72,3,2,0.35900000000000887,32
1912,1987,14,rodriguez,True,False,False,False,False,fabi,Italian,benetton,6,5,10,0,7,20,0,5,0.6090000000000089,32
1917,1987,14,rodriguez,True,False,False,False,False,senna,Brazilian,team_lotus,7,10,51,2,3,57,2,3,0.7060000000000031,27
1909,1987,14,rodriguez,True,False,False,False,False,patrese,Italian,brabham,8,3,2,0,17,6,0,8,1.5060000000000002,33
1928,1987,14,rodriguez,True,False,False,False,False,alboreto,Italian,ferrari,9,21,8,0,9,26,0,4,1.5840000000000032,30
1924,1987,14,rodriguez,True,False,False,False,False,cesaris,Italian,brabham,10,17,4,0,12,6,0,8,1.7579999999999956,28
1923,1987,14,rodriguez,True,False,False,False,False,warwick,British,arrows,11,16,3,0,15,8,0,7,3.281000000000006,33
1910,1987,14,rodriguez,True,False,False,False,False,cheever,American,arrows,13,4,5,0,11,8,0,7,3.328000000000003,29
1911,1987,14,rodriguez,True,False,False,False,False,brundle,British,zakspeed,13,22,2,0,16,2,0,9,3.328000000000003,28
1927,1987,14,rodriguez,True,False,False,False,False,nannini,Italian,minardi,14,20,0,0,24,0,0,14,3.652000000000001,28
1929,1987,14,rodriguez,True,False,False,False,False,johansson,Swedish,mclaren,15,23,26,0,5,72,3,2,3.8020000000000067,31
1930,1987,14,rodriguez,True,False,False,False,False,satoru_nakajima,Japanese,team_lotus,16,24,6,0,10,57,2,3,3.831000000000003,34
1931,1987,14,rodriguez,True,False,False,False,False,danner,German,zakspeed,17,25,0,0,22,2,0,9,4.210000000000008,29
1922,1987,14,rodriguez,True,False,False,False,False,arnoux,French,ligier,18,15,1,0,20,1,0,11,4.670000000000002,39
1921,1987,14,rodriguez,True,False,False,False,False,campos,Spanish,minardi,19,14,0,0,26,0,0,14,5.572000000000003,27
1918,1987,14,rodriguez,True,False,False,False,False,capelli,Italian,march,20,11,1,0,19,1,0,12,6.021000000000001,24
1920,1987,14,rodriguez,True,False,False,False,False,ghinzani,Italian,ligier,21,13,0,0,21,1,0,11,6.170000000000002,35
1914,1987,14,rodriguez,True,False,False,False,False,palmer,British,tyrrell,22,7,4,0,14,8,0,6,6.340000000000003,30
1916,1987,14,rodriguez,True,False,False,False,False,dalmas,French,larrousse,23,9,0,0,0,2,0,10,6.362000000000009,26
1913,1987,14,rodriguez,True,False,False,False,False,alliot,French,larrousse,24,6,2,0,18,2,0,10,6.713000000000008,33
1915,1987,14,rodriguez,True,False,False,False,False,streiff,French,tyrrell,25,8,4,0,13,8,0,6,7.922000000000011,32
1919,1987,14,rodriguez,True,False,False,False,False,caffi,Italian,osella,26,12,0,0,25,0,0,15,9.287000000000006,23
1933,1987,15,suzuka,False,False,True,False,False,berger,Austrian,ferrari,1,1,18,0,6,26,0,4,0.0,28
1939,1987,15,suzuka,False,False,True,False,False,prost,French,mclaren,2,7,46,3,4,72,3,2,0.6099999999999994,32
1937,1987,15,suzuka,False,False,True,False,False,boutsen,Belgian,benetton,3,5,10,0,8,22,0,5,0.8079999999999927,30
1936,1987,15,suzuka,False,False,True,False,False,alboreto,Italian,ferrari,4,4,8,0,9,26,0,4,0.9420000000000073,30
1947,1987,15,suzuka,False,False,True,False,False,piquet,Brazilian,williams,5,15,73,3,1,137,9,1,1.1020000000000039,35
1954,1987,15,suzuka,False,False,True,False,False,fabi,Italian,benetton,6,22,12,0,7,22,0,5,1.6370000000000005,32
1934,1987,15,suzuka,False,False,True,False,False,senna,Brazilian,team_lotus,7,2,51,2,3,57,2,3,2.573999999999998,27
1943,1987,15,suzuka,False,False,True,False,False,patrese,Italian,brabham,8,11,6,0,11,10,0,7,2.6809999999999974,33
1935,1987,15,suzuka,False,False,True,False,False,johansson,Swedish,mclaren,9,3,26,0,5,72,3,2,3.2620000000000005,31
1953,1987,15,suzuka,False,False,True,False,False,cesaris,Italian,brabham,10,21,4,0,13,10,0,7,3.3290000000000077,28
1938,1987,15,suzuka,False,False,True,False,False,satoru_nakajima,Japanese,team_lotus,11,6,6,0,12,57,2,3,3.5759999999999934,34
1941,1987,15,suzuka,False,False,True,False,False,cheever,American,arrows,12,9,8,0,10,11,0,6,3.6430000000000007,29
1942,1987,15,suzuka,False,False,True,False,False,warwick,British,arrows,13,10,3,0,16,11,0,6,4.234999999999999,33
1951,1987,15,suzuka,False,False,True,False,False,nannini,Italian,minardi,14,19,0,0,25,0,0,14,4.584000000000003,28
1952,1987,15,suzuka,False,False,True,False,False,brundle,British,zakspeed,15,20,2,0,18,2,0,10,5.569999999999993,28
1955,1987,15,suzuka,False,False,True,False,False,danner,German,zakspeed,16,23,0,0,22,2,0,10,5.9809999999999945,29
1948,1987,15,suzuka,False,False,True,False,False,arnoux,French,ligier,17,16,1,0,20,1,0,11,6.073999999999998,39
1958,1987,15,suzuka,False,False,True,False,False,alliot,French,larrousse,18,26,3,0,17,3,0,9,6.158000000000001,33
1940,1987,15,suzuka,False,False,True,False,False,palmer,British,tyrrell,19,8,4,0,15,8,0,8,7.353000000000009,30
1956,1987,15,suzuka,False,False,True,False,False,capelli,Italian,march,20,24,1,0,19,1,0,12,7.733000000000004,24
1957,1987,15,suzuka,False,False,True,False,False,campos,Spanish,minardi,21,25,0,0,27,0,0,14,8.170000000000002,27
1946,1987,15,suzuka,False,False,True,False,False,dalmas,French,larrousse,22,14,0,0,24,3,0,9,8.295000000000002,26
1949,1987,15,suzuka,False,False,True,False,False,caffi,Italian,osella,23,17,0,0,26,0,0,15,8.844999999999999,23
1945,1987,15,suzuka,False,False,True,False,False,ghinzani,Italian,ligier,24,13,0,0,21,1,0,11,8.974999999999994,35
1944,1987,15,suzuka,False,False,True,False,False,streiff,French,tyrrell,25,12,4,0,14,8,0,8,9.59899999999999,32
1950,1987,15,suzuka,False,False,True,False,False,moreno,Brazilian,ags,26,18,0,0,0,0,0,13,9.698999999999998,28
1959,1987,16,adelaide,True,False,False,False,False,berger,Austrian,ferrari,1,1,27,1,6,38,1,4,0.0,28
1971,1987,16,adelaide,True,False,False,False,False,prost,French,mclaren,2,13,46,3,4,76,3,2,0.7000000000000028,32
1969,1987,16,adelaide,True,False,False,False,False,piquet,Brazilian,williams,3,11,73,3,1,137,9,1,0.75,35
1968,1987,16,adelaide,True,False,False,False,False,senna,Brazilian,team_lotus,4,10,57,2,3,64,2,3,1.2210000000000036,27
1961,1987,16,adelaide,True,False,False,False,False,boutsen,Belgian,benetton,5,3,12,0,8,24,0,5,1.2560000000000002,30
1960,1987,16,adelaide,True,False,False,False,False,alboreto,Italian,ferrari,6,2,11,0,9,38,1,4,1.311000000000007,30
1967,1987,16,adelaide,True,False,False,False,False,patrese,Italian,williams,7,9,6,0,12,137,9,1,1.5460000000000065,33
1973,1987,16,adelaide,True,False,False,False,False,johansson,Swedish,mclaren,8,15,30,0,5,76,3,2,1.5589999999999975,31
1974,1987,16,adelaide,True,False,False,False,False,fabi,Italian,benetton,9,16,12,0,7,24,0,5,2.1940000000000026,32
1966,1987,16,adelaide,True,False,False,False,False,cesaris,Italian,brabham,10,8,4,0,13,10,0,7,2.3230000000000075,28
1972,1987,16,adelaide,True,False,False,False,False,cheever,American,arrows,11,14,8,0,10,11,0,6,2.9200000000000017,29
1981,1987,16,adelaide,True,False,False,False,False,warwick,British,arrows,12,23,3,0,16,11,0,6,3.3710000000000093,33
1984,1987,16,adelaide,True,False,False,False,False,nannini,Italian,minardi,13,26,0,0,25,0,0,14,3.4339999999999975,28
1980,1987,16,adelaide,True,False,False,False,False,satoru_nakajima,Japanese,team_lotus,14,22,7,0,11,64,2,3,3.6239999999999952,34
1978,1987,16,adelaide,True,False,False,False,False,modena,Italian,brabham,15,20,0,0,0,10,0,7,3.747,24
1982,1987,16,adelaide,True,False,False,False,False,brundle,British,zakspeed,16,24,2,0,18,2,0,10,4.216000000000008,28
1976,1987,16,adelaide,True,False,False,False,False,alliot,French,larrousse,17,18,3,0,17,3,0,9,4.621000000000009,33
1983,1987,16,adelaide,True,False,False,False,False,streiff,French,tyrrell,18,25,4,0,14,8,0,8,4.704000000000008,32
1962,1987,16,adelaide,True,False,False,False,False,palmer,British,tyrrell,19,4,4,0,15,8,0,8,4.820000000000007,31
1977,1987,16,adelaide,True,False,False,False,False,arnoux,French,ligier,20,19,1,0,20,1,0,11,5.036000000000001,39
1963,1987,16,adelaide,True,False,False,False,False,dalmas,French,larrousse,21,5,0,0,24,3,0,9,5.38300000000001,26
1979,1987,16,adelaide,True,False,False,False,False,ghinzani,Italian,ligier,22,21,0,0,21,1,0,11,5.421999999999997,35
1970,1987,16,adelaide,True,False,False,False,False,capelli,Italian,march,23,12,1,0,19,1,0,12,5.431000000000012,24
1965,1987,16,adelaide,True,False,False,False,False,danner,German,zakspeed,24,7,0,0,22,2,0,10,5.469000000000008,29
1964,1987,16,adelaide,True,False,False,False,False,moreno,Brazilian,ags,25,6,0,0,29,0,0,13,6.391999999999996,28
1975,1987,16,adelaide,True,False,False,False,False,campos,Spanish,minardi,26,17,0,0,27,0,0,14,6.853999999999999,27
2001,1988,1,jacarepagua,True,False,False,False,True,senna,Brazilian,mclaren,1,17,0,0,0,0,0,0,0.0,28
2004,1988,1,jacarepagua,True,False,False,False,True,mansell,British,williams,2,20,0,0,0,0,0,0,0.5360000000000014,34
1985,1988,1,jacarepagua,True,False,False,False,True,prost,French,mclaren,3,1,0,0,0,0,0,0,0.6859999999999928,33
1986,1988,1,jacarepagua,True,False,False,False,True,berger,Austrian,ferrari,4,2,0,0,0,0,0,0,0.9299999999999926,28
1987,1988,1,jacarepagua,True,False,False,False,True,piquet,Brazilian,team_lotus,5,3,0,0,0,0,0,0,1.9909999999999997,35
1989,1988,1,jacarepagua,True,False,False,False,True,alboreto,Italian,ferrari,6,5,0,0,0,0,0,0,2.0180000000000007,31
1991,1988,1,jacarepagua,True,False,False,False,True,boutsen,Belgian,benetton,7,7,0,0,0,0,0,0,2.043999999999997,30
2006,1988,1,jacarepagua,True,False,False,False,True,patrese,Italian,williams,8,22,0,0,0,0,0,0,2.3429999999999893,33
2007,1988,1,jacarepagua,True,False,False,False,True,capelli,Italian,march,9,23,0,0,0,0,0,0,2.8329999999999984,24
1990,1988,1,jacarepagua,True,False,False,False,True,satoru_nakajima,Japanese,team_lotus,10,6,0,0,0,0,0,0,3.1839999999999975,35
1988,1988,1,jacarepagua,True,False,False,False,True,warwick,British,arrows,11,4,0,0,0,0,0,0,3.6269999999999953,33
2005,1988,1,jacarepagua,True,False,False,False,True,nannini,Italian,benetton,12,21,0,0,0,0,0,0,3.6759999999999877,28
2009,1988,1,jacarepagua,True,False,False,False,True,gugelmin,Brazilian,march,13,25,0,0,0,0,0,0,3.7369999999999948,24
1994,1988,1,jacarepagua,True,False,False,False,True,cesaris,Italian,rial,14,10,0,0,0,0,0,0,4.179000000000002,28
1992,1988,1,jacarepagua,True,False,False,False,True,cheever,American,arrows,15,8,0,0,0,0,0,0,4.747,30
1997,1988,1,jacarepagua,True,False,False,False,True,alliot,French,larrousse,16,13,0,0,0,0,0,0,4.836999999999989,33
2000,1988,1,jacarepagua,True,False,False,False,True,dalmas,French,larrousse,17,16,0,0,0,0,0,0,5.311999999999998,26
2002,1988,1,jacarepagua,True,False,False,False,True,arnoux,French,ligier,18,18,0,0,0,0,0,0,6.377999999999986,39
1999,1988,1,jacarepagua,True,False,False,False,True,streiff,French,ags,19,15,0,0,0,0,0,0,6.384999999999991,32
1996,1988,1,jacarepagua,True,False,False,False,True,sala,Spanish,minardi,20,12,0,0,0,0,0,0,6.435999999999993,28
1993,1988,1,jacarepagua,True,False,False,False,True,johansson,Swedish,ligier,21,9,0,0,0,0,0,0,6.483000000000004,31
1995,1988,1,jacarepagua,True,False,False,False,True,palmer,British,tyrrell,22,11,0,0,0,0,0,0,6.590000000000003,31
2008,1988,1,jacarepagua,True,False,False,False,True,campos,Spanish,minardi,23,24,0,0,0,0,0,0,6.789999999999992,27
2003,1988,1,jacarepagua,True,False,False,False,True,modena,Italian,eurobrun,24,19,0,0,0,0,0,0,6.813999999999993,24
1998,1988,1,jacarepagua,True,False,False,False,True,tarquini,Italian,coloni,25,14,0,0,0,0,0,0,7.310999999999993,26
2010,1988,1,jacarepagua,True,False,False,False,True,larrauri,Argentine,eurobrun,26,26,0,0,0,0,0,0,7.614999999999995,33
2011,1988,2,imola,True,False,False,False,False,senna,Brazilian,mclaren,1,1,0,0,0,9,1,1,0.0,28
2012,1988,2,imola,True,False,False,False,False,prost,French,mclaren,2,2,9,1,1,9,1,1,0.7710000000000008,33
2013,1988,2,imola,True,False,False,False,False,piquet,Brazilian,team_lotus,3,3,4,0,3,5,0,3,3.352000000000004,35
2016,1988,2,imola,True,False,False,False,False,nannini,Italian,benetton,4,6,0,0,20,0,0,5,3.4420000000000073,28
2015,1988,2,imola,True,False,False,False,False,berger,Austrian,ferrari,5,5,6,0,2,8,0,2,3.5349999999999966,28
2023,1988,2,imola,True,False,False,False,False,patrese,Italian,williams,6,13,0,0,21,0,0,14,3.804000000000002,34
2017,1988,2,imola,True,False,False,False,False,cheever,American,arrows,7,7,0,0,8,3,0,4,4.152000000000001,30
2014,1988,2,imola,True,False,False,False,False,boutsen,Belgian,benetton,8,4,0,0,7,0,0,5,4.266000000000005,30
2035,1988,2,imola,True,False,False,False,False,capelli,Italian,march,9,25,0,0,22,0,0,15,4.371000000000009,24
2028,1988,2,imola,True,False,False,False,False,alboreto,Italian,ferrari,10,18,2,0,5,8,0,2,4.372,31
2031,1988,2,imola,True,False,False,False,False,mansell,British,williams,11,21,0,0,19,0,0,14,4.487000000000009,34
2018,1988,2,imola,True,False,False,False,False,satoru_nakajima,Japanese,team_lotus,12,8,1,0,6,5,0,3,4.498999999999995,35
2020,1988,2,imola,True,False,False,False,False,streiff,French,ags,13,10,0,0,15,0,0,12,4.865000000000009,32
2019,1988,2,imola,True,False,False,False,False,warwick,British,arrows,14,9,3,0,4,3,0,4,5.335000000000008,33
2027,1988,2,imola,True,False,False,False,False,alliot,French,larrousse,15,17,0,0,13,0,0,10,5.564000000000007,33
2036,1988,2,imola,True,False,False,False,False,cesaris,Italian,rial,16,26,0,0,10,0,0,7,5.88900000000001,28
2032,1988,2,imola,True,False,False,False,False,tarquini,Italian,coloni,17,22,0,0,14,0,0,11,6.087999999999994,26
2021,1988,2,imola,True,False,False,False,False,sala,Spanish,minardi,18,11,0,0,12,0,0,9,6.091000000000008,28
2022,1988,2,imola,True,False,False,False,False,dalmas,French,larrousse,19,12,0,0,16,0,0,10,6.225999999999999,26
2025,1988,2,imola,True,False,False,False,False,gugelmin,Brazilian,march,20,15,0,0,24,0,0,15,6.300000000000011,25
2030,1988,2,imola,True,False,False,False,False,bailey,British,tyrrell,21,20,0,0,26,0,0,8,6.725999999999999,26
2026,1988,2,imola,True,False,False,False,False,campos,Spanish,minardi,22,16,0,0,23,0,0,9,6.7549999999999955,27
2024,1988,2,imola,True,False,False,False,False,palmer,British,tyrrell,23,14,0,0,11,0,0,8,6.824000000000012,31
2033,1988,2,imola,True,False,False,False,False,caffi,Italian,dallara,24,23,0,0,30,0,0,18,7.056000000000012,24
2034,1988,2,imola,True,False,False,False,False,ghinzani,Italian,zakspeed,25,24,0,0,27,0,0,16,7.419000000000011,36
2029,1988,2,imola,True,False,False,False,False,modena,Italian,eurobrun,26,19,0,0,18,0,0,13,7.634,24
2047,1988,3,monaco,True,False,True,False,False,senna,Brazilian,mclaren,1,11,9,1,2,24,2,1,0.0,28
2037,1988,3,monaco,True,False,True,False,False,prost,French,mclaren,2,1,15,1,1,24,2,1,1.4269999999999925,33
2038,1988,3,monaco,True,False,True,False,False,berger,Austrian,ferrari,3,2,8,0,3,10,0,2,2.6869999999999976,28
2039,1988,3,monaco,True,False,True,False,False,alboreto,Italian,ferrari,4,3,2,0,7,10,0,2,3.2989999999999924,31
2053,1988,3,monaco,True,False,True,False,False,mansell,British,williams,5,17,0,0,24,0,0,10,3.6669999999999874,34
2051,1988,3,monaco,True,False,True,False,False,nannini,Italian,benetton,6,15,1,0,9,4,0,4,3.870999999999995,28
2040,1988,3,monaco,True,False,True,False,False,warwick,British,arrows,7,4,3,0,6,3,0,5,3.8739999999999952,33
2042,1988,3,monaco,True,False,True,False,False,patrese,Italian,williams,8,6,0,0,15,0,0,10,4.0179999999999865,34
2057,1988,3,monaco,True,False,True,False,False,cheever,American,arrows,9,21,0,0,10,3,0,5,4.228999999999999,30
2041,1988,3,monaco,True,False,True,False,False,palmer,British,tyrrell,10,5,0,0,16,0,0,11,4.359999999999999,31
2060,1988,3,monaco,True,False,True,False,False,piquet,Brazilian,team_lotus,11,24,8,0,4,9,0,3,4.404999999999987,35
2062,1988,3,monaco,True,False,True,False,False,streiff,French,ags,12,26,0,0,12,0,0,7,4.528999999999996,32
2048,1988,3,monaco,True,False,True,False,False,alliot,French,larrousse,13,12,0,0,19,0,0,9,4.537999999999997,33
2049,1988,3,monaco,True,False,True,False,False,gugelmin,Brazilian,march,14,13,0,0,17,0,0,12,4.611999999999995,25
2052,1988,3,monaco,True,False,True,False,False,sala,Spanish,minardi,15,16,0,0,13,0,0,8,4.626999999999995,29
2044,1988,3,monaco,True,False,True,False,False,boutsen,Belgian,benetton,16,8,3,0,5,4,0,4,4.641999999999996,30
2061,1988,3,monaco,True,False,True,False,False,caffi,Italian,dallara,17,25,0,0,27,0,0,16,5.076999999999998,24
2056,1988,3,monaco,True,False,True,False,False,larrauri,Argentine,eurobrun,18,20,0,0,29,0,0,15,5.094999999999999,33
2054,1988,3,monaco,True,False,True,False,False,cesaris,Italian,rial,19,18,0,0,20,0,0,13,5.299999999999997,28
2055,1988,3,monaco,True,False,True,False,False,arnoux,French,ligier,20,19,0,0,22,0,0,6,5.481999999999999,39
2043,1988,3,monaco,True,False,True,False,False,dalmas,French,larrousse,21,7,0,0,14,0,0,9,5.602999999999994,26
2046,1988,3,monaco,True,False,True,False,False,capelli,Italian,march,22,10,0,0,26,0,0,12,5.605000000000004,24
2050,1988,3,monaco,True,False,True,False,False,ghinzani,Italian,zakspeed,23,14,0,0,28,0,0,17,6.1229999999999905,36
2059,1988,3,monaco,True,False,True,False,False,tarquini,Italian,coloni,24,23,0,0,21,0,0,14,6.253999999999991,26
2045,1988,3,monaco,True,False,True,False,False,larini,Italian,osella,25,9,0,0,30,0,0,18,6.337000000000003,24
2058,1988,3,monaco,True,False,True,False,False,johansson,Swedish,ligier,26,22,0,0,11,0,0,6,6.506999999999991,31
2064,1988,4,rodriguez,True,False,False,False,False,senna,Brazilian,mclaren,1,2,9,1,3,33,3,1,0.0,28
2063,1988,4,rodriguez,True,False,False,False,False,prost,French,mclaren,2,1,24,2,1,33,3,1,0.6290000000000049,33
2065,1988,4,rodriguez,True,False,False,False,False,berger,Austrian,ferrari,3,3,14,0,2,20,0,2,0.652000000000001,28
2079,1988,4,rodriguez,True,False,False,False,False,piquet,Brazilian,team_lotus,4,17,8,0,4,9,0,3,1.4779999999999944,35
2066,1988,4,rodriguez,True,False,False,False,False,alboreto,Italian,ferrari,5,4,6,0,5,20,0,2,2.1580000000000013,31
2081,1988,4,rodriguez,True,False,False,False,False,satoru_nakajima,Japanese,team_lotus,6,19,1,0,9,9,0,3,2.807000000000002,35
2068,1988,4,rodriguez,True,False,False,False,False,cheever,American,arrows,7,6,0,0,12,6,0,4,2.98299999999999,30
2069,1988,4,rodriguez,True,False,False,False,False,nannini,Italian,benetton,8,7,1,0,11,4,0,5,3.2719999999999914,28
2067,1988,4,rodriguez,True,False,False,False,False,warwick,British,arrows,9,5,6,0,6,6,0,4,3.307000000000002,33
2078,1988,4,rodriguez,True,False,False,False,False,capelli,Italian,march,10,16,0,0,17,0,0,11,4.483999999999995,25
2070,1988,4,rodriguez,True,False,False,False,False,boutsen,Belgian,benetton,11,8,3,0,7,4,0,5,4.560999999999993,30
2080,1988,4,rodriguez,True,False,False,False,False,cesaris,Italian,rial,12,18,0,0,22,0,0,14,4.777000000000001,28
2088,1988,4,rodriguez,True,False,False,False,False,alliot,French,larrousse,13,26,0,0,21,0,0,8,4.8799999999999955,33
2082,1988,4,rodriguez,True,False,False,False,False,mansell,British,williams,14,20,0,0,25,1,0,7,4.894999999999996,34
2083,1988,4,rodriguez,True,False,False,False,False,schneider,German,zakspeed,15,21,0,0,0,0,0,16,5.173999999999992,23
2087,1988,4,rodriguez,True,False,False,False,False,gugelmin,Brazilian,march,16,25,0,0,19,0,0,11,5.332999999999998,25
2084,1988,4,rodriguez,True,False,False,False,False,patrese,Italian,williams,17,22,1,0,10,1,0,7,5.504000000000005,34
2077,1988,4,rodriguez,True,False,False,False,False,ghinzani,Italian,zakspeed,18,15,0,0,24,0,0,16,5.609999999999999,36
2074,1988,4,rodriguez,True,False,False,False,False,streiff,French,ags,19,12,0,0,16,0,0,12,5.722999999999999,32
2085,1988,4,rodriguez,True,False,False,False,False,arnoux,French,ligier,20,23,0,0,26,0,0,9,5.819000000000003,39
2076,1988,4,rodriguez,True,False,False,False,False,tarquini,Italian,coloni,21,14,0,0,23,0,0,15,6.135000000000005,26
2071,1988,4,rodriguez,True,False,False,False,False,dalmas,French,larrousse,22,9,0,0,13,0,0,8,6.137999999999991,26
2086,1988,4,rodriguez,True,False,False,False,False,caffi,Italian,dallara,23,24,0,0,0,0,0,18,6.248000000000005,24
2072,1988,4,rodriguez,True,False,False,False,False,johansson,Swedish,ligier,24,10,0,0,14,0,0,9,6.253,31
2073,1988,4,rodriguez,True,False,False,False,False,sala,Spanish,minardi,25,11,0,0,18,0,0,13,6.388999999999996,29
2075,1988,4,rodriguez,True,False,False,False,False,larrauri,Argentine,eurobrun,26,13,0,0,28,0,0,17,6.563999999999993,33
2089,1988,5,villeneuve,True,False,False,False,False,senna,Brazilian,mclaren,1,1,15,1,3,48,4,1,0.0,28
2090,1988,5,villeneuve,True,False,False,False,False,prost,French,mclaren,2,2,33,3,1,48,4,1,0.18200000000000216,33
2111,1988,5,villeneuve,True,False,False,False,False,berger,Austrian,ferrari,3,23,18,0,2,27,0,2,1.0379999999999967,28
2106,1988,5,villeneuve,True,False,False,False,False,alboreto,Italian,ferrari,4,18,9,0,4,27,0,2,1.6149999999999949,31
2112,1988,5,villeneuve,True,False,False,False,False,nannini,Italian,benetton,5,24,1,0,10,4,0,5,2.287000000000006,28
