,season,round,circuit_id,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,driver,nationality,constructor,grid,podium,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time,driver_age
12527,2015,3,shanghai,False,False,False,False,False,hamilton,British,mercedes,1,1,43,1,1,76,1,1,0.0,30
12528,2015,3,shanghai,False,False,False,False,False,rosberg,German,mercedes,2,2,33,0,3,76,1,1,0.04200000000000159,29
12529,2015,3,shanghai,False,False,False,False,False,vettel,German,ferrari,3,3,40,1,2,52,1,2,0.9050000000000011,27
12531,2015,3,shanghai,False,False,False,False,False,massa,Brazilian,williams,4,5,20,0,4,30,0,3,1.1720000000000113,33
12532,2015,3,shanghai,False,False,False,False,False,bottas,Finnish,williams,5,6,10,0,7,30,0,3,1.3610000000000042,25
12530,2015,3,shanghai,False,False,False,False,False,raikkonen,Finnish,ferrari,6,4,12,0,5,52,1,2,1.4500000000000028,35
12535,2015,3,shanghai,False,False,False,False,False,ricciardo,Australian,red_bull,7,9,9,0,8,11,0,6,1.7579999999999956,25
12533,2015,3,shanghai,False,False,False,False,False,grosjean,French,lotus_f1,8,7,0,0,15,0,0,8,2.1230000000000047,28
12534,2015,3,shanghai,False,False,False,False,False,nasr,Brazilian,sauber,9,8,10,0,6,14,0,4,2.285000000000011,22
12536,2015,3,shanghai,False,False,False,False,False,ericsson,Swedish,sauber,10,10,4,0,12,14,0,4,2.3760000000000048,24
12544,2015,3,shanghai,False,False,False,False,False,maldonado,Venezuelan,lotus_f1,11,18,0,0,18,0,0,8,2.352000000000004,30
12545,2015,3,shanghai,False,False,False,False,False,kvyat,Russian,red_bull,12,19,2,0,13,11,0,6,2.4270000000000067,20
12543,2015,3,shanghai,False,False,False,False,False,max_verstappen,Dutch,toro_rosso,13,17,6,0,10,12,0,5,2.611000000000004,17
12539,2015,3,shanghai,False,False,False,False,False,sainz,Spanish,toro_rosso,14,13,6,0,11,12,0,5,2.7560000000000002,20
12537,2015,3,shanghai,False,False,False,False,False,perez,Mexican,force_india,15,11,1,0,14,7,0,7,3.5079999999999956,25
12546,2015,3,shanghai,False,False,False,False,False,hulkenberg,German,force_india,16,20,6,0,9,7,0,7,3.4340000000000117,27
12540,2015,3,shanghai,False,False,False,False,False,button,British,mclaren,17,14,0,0,16,0,0,9,3.494000000000014,35
12538,2015,3,shanghai,False,False,False,False,False,alonso,Spanish,mclaren,18,12,0,0,20,0,0,9,3.4980000000000047,33
12541,2015,3,shanghai,False,False,False,False,False,stevens,British,manor,19,15,0,0,21,0,0,10,6.309000000000012,23
12542,2015,3,shanghai,False,False,False,False,False,merhi,Spanish,manor,20,16,0,0,17,0,0,10,7.060000000000002,24
12547,2015,4,bahrain,False,False,False,False,False,hamilton,British,mercedes,1,1,68,2,1,119,2,1,0.0,30
12551,2015,4,bahrain,False,False,False,False,False,vettel,German,ferrari,2,5,55,1,2,79,1,2,0.41100000000000136,27
12549,2015,4,bahrain,False,False,False,False,False,rosberg,German,mercedes,3,3,51,0,3,119,2,1,0.5579999999999927,29
12548,2015,4,bahrain,False,False,False,False,False,raikkonen,Finnish,ferrari,4,2,24,0,5,79,1,2,0.6560000000000059,35
12550,2015,4,bahrain,False,False,False,False,False,bottas,Finnish,williams,5,4,18,0,6,48,0,3,0.8100000000000023,25
12556,2015,4,bahrain,False,False,False,False,False,massa,Brazilian,williams,6,10,30,0,4,48,0,3,1.1730000000000018,33
12552,2015,4,bahrain,False,False,False,False,False,ricciardo,Australian,red_bull,7,6,11,0,8,13,0,5,1.2609999999999957,25
12559,2015,4,bahrain,False,False,False,False,False,hulkenberg,German,force_india,8,13,6,0,10,7,0,7,1.8790000000000049,27
12565,2015,4,bahrain,False,False,False,False,False,sainz,Spanish,toro_rosso,9,19,6,0,12,12,0,6,1.8910000000000053,20
12553,2015,4,bahrain,False,False,False,False,False,grosjean,French,lotus_f1,10,7,6,0,9,6,0,8,1.913000000000011,29
12554,2015,4,bahrain,False,False,False,False,False,perez,Mexican,force_india,11,8,1,0,15,7,0,7,2.1330000000000098,25
12558,2015,4,bahrain,False,False,False,False,False,nasr,Brazilian,sauber,12,12,14,0,7,19,0,4,2.165999999999997,22
12560,2015,4,bahrain,False,False,False,False,False,ericsson,Swedish,sauber,13,14,5,0,13,19,0,4,2.462999999999994,24
12557,2015,4,bahrain,False,False,False,False,False,alonso,Spanish,mclaren,14,11,0,0,17,0,0,9,2.4680000000000035,33
12564,2015,4,bahrain,False,False,False,False,False,max_verstappen,Dutch,toro_rosso,15,18,6,0,11,12,0,6,2.5320000000000107,17
12561,2015,4,bahrain,False,False,False,False,False,maldonado,Venezuelan,lotus_f1,16,15,0,0,20,6,0,8,3.1059999999999945,30
12555,2015,4,bahrain,False,False,False,False,False,kvyat,Russian,red_bull,17,9,2,0,14,13,0,5,3.228999999999999,20
12562,2015,4,bahrain,False,False,False,False,False,stevens,British,manor,18,16,0,0,19,0,0,10,6.141999999999996,23
12563,2015,4,bahrain,False,False,False,False,False,merhi,Spanish,manor,19,17,0,0,18,0,0,10,7.1510000000000105,24
12567,2015,5,catalunya,False,False,False,False,False,rosberg,German,mercedes,1,1,66,0,2,159,3,1,0.0,29
12568,2015,5,catalunya,False,False,False,False,False,hamilton,British,mercedes,2,2,93,3,1,159,3,1,0.2670000000000101,30
12569,2015,5,catalunya,False,False,False,False,False,vettel,German,ferrari,3,3,65,1,3,107,1,2,0.777000000000001,27
12570,2015,5,catalunya,False,False,False,False,False,bottas,Finnish,williams,4,4,30,0,6,61,0,3,1.0130000000000052,25
12575,2015,5,catalunya,False,False,False,False,False,sainz,Spanish,toro_rosso,5,9,6,0,12,12,0,7,1.4549999999999983,20
12577,2015,5,catalunya,False,False,False,False,False,max_verstappen,Dutch,toro_rosso,6,11,6,0,11,12,0,7,1.5679999999999978,17
12571,2015,5,catalunya,False,False,False,False,False,raikkonen,Finnish,ferrari,7,5,42,0,4,107,1,2,1.733000000000004,35
12576,2015,5,catalunya,False,False,False,False,False,kvyat,Russian,red_bull,8,10,4,0,15,23,0,4,1.9480000000000075,21
12572,2015,5,catalunya,False,False,False,False,False,massa,Brazilian,williams,9,6,31,0,5,61,0,3,2.0760000000000076,34
12573,2015,5,catalunya,False,False,False,False,False,ricciardo,Australian,red_bull,10,7,19,0,7,23,0,4,2.0889999999999986,25
12574,2015,5,catalunya,False,False,False,False,False,grosjean,French,lotus_f1,11,8,12,0,9,12,0,6,2.6940000000000026,29
12585,2015,5,catalunya,False,False,False,False,False,maldonado,Venezuelan,lotus_f1,12,19,0,0,20,12,0,6,2.7690000000000055,30
12586,2015,5,catalunya,False,False,False,False,False,alonso,Spanish,mclaren,13,20,0,0,16,0,0,9,3.0790000000000077,33
12582,2015,5,catalunya,False,False,False,False,False,button,British,mclaren,14,16,0,0,17,0,0,9,3.173000000000002,35
12578,2015,5,catalunya,False,False,False,False,False,nasr,Brazilian,sauber,15,12,14,0,8,19,0,5,3.323999999999998,22
12580,2015,5,catalunya,False,False,False,False,False,ericsson,Swedish,sauber,16,14,5,0,14,19,0,5,3.4309999999999974,24
12581,2015,5,catalunya,False,False,False,False,False,hulkenberg,German,force_india,17,15,6,0,10,11,0,8,3.6839999999999975,27
12579,2015,5,catalunya,False,False,False,False,False,perez,Mexican,force_india,18,13,5,0,13,11,0,8,3.76100000000001,25
12583,2015,5,catalunya,False,False,False,False,False,stevens,British,manor,19,17,0,0,19,0,0,10,6.5190000000000055,23
12584,2015,5,catalunya,False,False,False,False,False,merhi,Spanish,manor,20,18,0,0,18,0,0,10,7.356999999999999,24
12589,2015,6,monaco,False,False,False,False,False,hamilton,British,mercedes,1,3,111,3,1,202,4,1,0.0,30
12587,2015,6,monaco,False,False,False,False,False,rosberg,German,mercedes,2,1,91,1,2,202,4,1,0.34199999999999875,29
12588,2015,6,monaco,False,False,False,False,False,vettel,German,ferrari,3,2,80,1,3,132,1,2,0.7510000000000048,27
12591,2015,6,monaco,False,False,False,False,False,ricciardo,Australian,red_bull,4,5,25,0,7,30,0,4,0.9429999999999978,25
12590,2015,6,monaco,False,False,False,False,False,kvyat,Russian,red_bull,5,4,5,0,15,30,0,4,1.0840000000000032,21
12592,2015,6,monaco,False,False,False,False,False,raikkonen,Finnish,ferrari,6,6,52,0,4,132,1,2,1.3289999999999935,35
12593,2015,6,monaco,False,False,False,False,False,perez,Mexican,force_india,7,7,5,0,13,11,0,8,1.7099999999999937,25
12605,2015,6,monaco,False,False,False,False,False,maldonado,Venezuelan,lotus_f1,8,20,0,0,20,16,0,6,1.847999999999999,30
12603,2015,6,monaco,False,False,False,False,False,max_verstappen,Dutch,toro_rosso,9,18,6,0,11,14,0,7,1.8589999999999947,17
12594,2015,6,monaco,False,False,False,False,False,button,British,mclaren,10,8,0,0,17,0,0,9,1.9950000000000045,35
12596,2015,6,monaco,False,False,False,False,False,hulkenberg,German,force_india,11,11,6,0,12,11,0,8,2.094999999999999,27
12600,2015,6,monaco,False,False,False,False,False,massa,Brazilian,williams,12,15,39,0,6,81,0,3,2.1799999999999926,34
12604,2015,6,monaco,False,False,False,False,False,alonso,Spanish,mclaren,13,19,0,0,16,0,0,9,11.534000000000006,33
12595,2015,6,monaco,False,False,False,False,False,nasr,Brazilian,sauber,14,9,14,0,9,19,0,5,3.003,22
12597,2015,6,monaco,False,False,False,False,False,grosjean,French,lotus_f1,15,12,16,0,8,16,0,6,1.909000000000006,29
12599,2015,6,monaco,False,False,False,False,False,bottas,Finnish,williams,16,14,42,0,5,81,0,3,3.3359999999999985,25
12598,2015,6,monaco,False,False,False,False,False,ericsson,Swedish,sauber,17,13,5,0,14,19,0,5,3.4150000000000063,24
12602,2015,6,monaco,False,False,False,False,False,stevens,British,manor,18,17,0,0,19,0,0,10,5.557000000000002,23
12601,2015,6,monaco,False,False,False,False,False,merhi,Spanish,manor,19,16,0,0,18,0,0,10,5.805999999999997,24
12606,2015,7,villeneuve,False,False,False,False,False,hamilton,British,mercedes,1,1,126,3,1,242,5,1,0.0,30
12607,2015,7,villeneuve,False,False,False,False,False,rosberg,German,mercedes,2,2,116,2,2,242,5,1,0.3089999999999975,29
12609,2015,7,villeneuve,False,False,False,False,False,raikkonen,Finnish,ferrari,3,4,60,0,4,158,1,2,0.6209999999999951,35
12608,2015,7,villeneuve,False,False,False,False,False,bottas,Finnish,williams,4,3,42,0,5,81,0,3,0.7090000000000032,25
12615,2015,7,villeneuve,False,False,False,False,False,grosjean,French,lotus_f1,5,10,16,0,10,16,0,7,0.8010000000000019,29
12612,2015,7,villeneuve,False,False,False,False,False,maldonado,Venezuelan,lotus_f1,6,7,0,0,20,16,0,7,0.936000000000007,30
12613,2015,7,villeneuve,False,False,False,False,False,hulkenberg,German,force_india,7,8,6,0,13,17,0,6,1.2210000000000036,27
12614,2015,7,villeneuve,False,False,False,False,False,kvyat,Russian,red_bull,8,9,17,0,8,52,0,4,1.686000000000007,21
12618,2015,7,villeneuve,False,False,False,False,False,ricciardo,Australian,red_bull,9,13,35,0,7,52,0,4,1.7210000000000036,25
12616,2015,7,villeneuve,False,False,False,False,False,perez,Mexican,force_india,10,11,11,0,11,17,0,6,1.9449999999999932,25
12617,2015,7,villeneuve,False,False,False,False,False,sainz,Spanish,toro_rosso,11,12,9,0,12,15,0,8,1.649000000000001,20
12619,2015,7,villeneuve,False,False,False,False,False,ericsson,Swedish,sauber,12,14,5,0,15,21,0,5,1.8689999999999998,24
12625,2015,7,villeneuve,False,False,False,False,False,alonso,Spanish,mclaren,13,20,0,0,17,4,0,9,1.8829999999999956,33
12621,2015,7,villeneuve,False,False,False,False,False,nasr,Brazilian,sauber,14,16,16,0,9,21,0,5,2.227000000000004,22
12611,2015,7,villeneuve,False,False,False,False,False,massa,Brazilian,williams,15,6,39,0,6,81,0,3,3.492999999999995,34
12623,2015,7,villeneuve,False,False,False,False,False,merhi,Spanish,manor,16,18,0,0,18,0,0,10,4.739999999999995,24
12622,2015,7,villeneuve,False,False,False,False,False,stevens,British,manor,17,17,0,0,19,0,0,10,4.763999999999996,23
12610,2015,7,villeneuve,False,False,False,False,False,vettel,German,ferrari,18,5,98,1,3,158,1,2,2.9509999999999934,27
12620,2015,7,villeneuve,False,False,False,False,False,max_verstappen,Dutch,toro_rosso,19,15,6,0,14,15,0,8,1.8520000000000039,17
12627,2015,8,red_bull_ring,False,False,False,False,False,hamilton,British,mercedes,1,2,151,4,1,285,6,1,0.0,30
12626,2015,8,red_bull_ring,False,False,False,False,False,rosberg,German,mercedes,2,1,134,2,2,285,6,1,0.17900000000000205,29
12629,2015,8,red_bull_ring,False,False,False,False,False,vettel,German,ferrari,3,4,108,1,3,180,1,2,0.355000000000004,27
12628,2015,8,red_bull_ring,False,False,False,False,False,massa,Brazilian,williams,4,3,47,0,6,104,0,3,0.737000000000009,34
12631,2015,8,red_bull_ring,False,False,False,False,False,hulkenberg,German,force_india,5,6,10,0,12,21,0,7,0.8230000000000075,27
12630,2015,8,red_bull_ring,False,False,False,False,False,bottas,Finnish,williams,6,5,57,0,5,104,0,3,0.8640000000000043,25
12633,2015,8,red_bull_ring,False,False,False,False,False,max_verstappen,Dutch,toro_rosso,7,8,6,0,14,15,0,8,1.1569999999999965,17
12636,2015,8,red_bull_ring,False,False,False,False,False,nasr,Brazilian,sauber,8,11,16,0,10,21,0,6,1.1970000000000027,22
12640,2015,8,red_bull_ring,False,False,False,False,False,grosjean,French,lotus_f1,9,15,17,0,9,23,0,5,1.4650000000000034,29
12632,2015,8,red_bull_ring,False,False,False,False,False,maldonado,Venezuelan,lotus_f1,10,7,6,0,15,23,0,5,1.918999999999997,30
12638,2015,8,red_bull_ring,False,False,False,False,False,ericsson,Swedish,sauber,11,13,5,0,16,21,0,6,1.9710000000000036,24
12641,2015,8,red_bull_ring,False,False,False,False,False,sainz,Spanish,toro_rosso,12,16,9,0,13,15,0,8,2.010000000000005,20
12634,2015,8,red_bull_ring,False,False,False,False,False,perez,Mexican,force_india,13,9,11,0,11,21,0,7,4.067000000000007,25
12644,2015,8,red_bull_ring,False,False,False,False,False,raikkonen,Finnish,ferrari,14,19,72,0,4,180,1,2,4.412000000000006,35
12637,2015,8,red_bull_ring,False,False,False,False,False,kvyat,Russian,red_bull,15,12,19,0,8,54,0,4,1.2390000000000043,21
12639,2015,8,red_bull_ring,False,False,False,False,False,merhi,Spanish,manor,16,14,0,0,19,0,0,10,5.616,24
12643,2015,8,red_bull_ring,False,False,False,False,False,stevens,British,manor,17,18,0,0,20,0,0,10,6.912999999999997,23
12635,2015,8,red_bull_ring,False,False,False,False,False,ricciardo,Australian,red_bull,18,10,35,0,7,54,0,4,2.027000000000001,25
12645,2015,8,red_bull_ring,False,False,False,False,False,alonso,Spanish,mclaren,19,20,0,0,18,4,0,9,2.281000000000006,33
12642,2015,8,red_bull_ring,False,False,False,False,False,button,British,mclaren,20,17,4,0,17,4,0,9,4.177000000000007,35
12646,2015,9,silverstone,False,False,False,True,False,hamilton,British,mercedes,1,1,169,4,1,328,7,1,0.0,30
12647,2015,9,silverstone,False,False,False,True,False,rosberg,German,mercedes,2,2,159,3,2,328,7,1,0.11299999999999955,30
12649,2015,9,silverstone,False,False,False,True,False,massa,Brazilian,williams,3,4,62,0,6,129,0,3,0.8370000000000175,34
12650,2015,9,silverstone,False,False,False,True,False,bottas,Finnish,williams,4,5,67,0,5,129,0,3,0.9010000000000105,25
12653,2015,9,silverstone,False,False,False,True,False,raikkonen,Finnish,ferrari,5,8,72,0,4,192,1,2,1.1310000000000002,35
12648,2015,9,silverstone,False,False,False,True,False,vettel,German,ferrari,6,3,120,1,3,192,1,2,1.2990000000000066,28
12651,2015,9,silverstone,False,False,False,True,False,kvyat,Russian,red_bull,7,6,19,0,8,55,0,4,1.3880000000000052,21
12659,2015,9,silverstone,False,False,False,True,False,sainz,Spanish,toro_rosso,8,14,9,0,15,19,0,8,1.4010000000000105,20
12652,2015,9,silverstone,False,False,False,True,False,hulkenberg,German,force_india,9,7,18,0,9,31,0,5,1.4250000000000114,27
12660,2015,9,silverstone,False,False,False,True,False,ricciardo,Australian,red_bull,10,15,36,0,7,55,0,4,1.6950000000000074,26
12654,2015,9,silverstone,False,False,False,True,False,perez,Mexican,force_india,11,9,13,0,12,31,0,5,2.0200000000000102,25
12662,2015,9,silverstone,False,False,False,True,False,grosjean,French,lotus_f1,12,17,17,0,10,29,0,6,2.1820000000000164,29
12661,2015,9,silverstone,False,False,False,True,False,max_verstappen,Dutch,toro_rosso,13,16,10,0,14,19,0,8,2.254000000000019,17
12663,2015,9,silverstone,False,False,False,True,False,maldonado,Venezuelan,lotus_f1,14,18,12,0,13,29,0,6,2.2630000000000052,30
12656,2015,9,silverstone,False,False,False,True,False,ericsson,Swedish,sauber,15,11,5,0,16,21,0,7,2.6200000000000045,24
12665,2015,9,silverstone,False,False,False,True,False,nasr,Brazilian,sauber,16,20,16,0,11,21,0,7,2.640000000000015,22
12655,2015,9,silverstone,False,False,False,True,False,alonso,Spanish,mclaren,17,10,0,0,18,4,0,9,2.7110000000000127,33
12664,2015,9,silverstone,False,False,False,True,False,button,British,mclaren,18,19,4,0,17,4,0,9,2.959000000000003,35
12658,2015,9,silverstone,False,False,False,True,False,stevens,British,manor,19,13,0,0,20,0,0,10,5.116000000000014,24
12657,2015,9,silverstone,False,False,False,True,False,merhi,Spanish,manor,20,12,0,0,19,0,0,10,7.129000000000019,24
12671,2015,10,hungaroring,False,False,False,False,False,hamilton,British,mercedes,1,6,194,5,1,371,8,1,0.0,30
12673,2015,10,hungaroring,False,False,False,False,False,rosberg,German,mercedes,2,8,177,3,2,371,8,1,0.5750000000000028,30
12666,2015,10,hungaroring,False,False,False,False,False,vettel,German,ferrari,3,1,135,1,3,211,1,2,0.7190000000000083,28
12668,2015,10,hungaroring,False,False,False,False,False,ricciardo,Australian,red_bull,4,3,36,0,7,63,0,4,0.7540000000000049,26
12683,2015,10,hungaroring,False,False,False,False,False,raikkonen,Finnish,ferrari,5,18,76,0,5,211,1,2,1.0,35
12678,2015,10,hungaroring,False,False,False,False,False,bottas,Finnish,williams,6,13,77,0,4,151,0,3,1.2020000000000124,25
12667,2015,10,hungaroring,False,False,False,False,False,kvyat,Russian,red_bull,7,2,27,0,8,63,0,4,1.3119999999999976,21
12677,2015,10,hungaroring,False,False,False,False,False,massa,Brazilian,williams,8,12,74,0,6,151,0,3,1.5170000000000101,34
12669,2015,10,hungaroring,False,False,False,False,False,max_verstappen,Dutch,toro_rosso,9,4,10,0,14,19,0,8,1.659000000000006,17
12672,2015,10,hungaroring,False,False,False,False,False,grosjean,French,lotus_f1,10,7,17,0,10,29,0,6,2.1610000000000014,29
12685,2015,10,hungaroring,False,False,False,False,False,hulkenberg,German,force_india,11,20,24,0,9,39,0,5,1.8059999999999974,27
12682,2015,10,hungaroring,False,False,False,False,False,sainz,Spanish,toro_rosso,12,17,9,0,15,19,0,8,1.8490000000000038,20
12684,2015,10,hungaroring,False,False,False,False,False,perez,Mexican,force_india,13,19,15,0,12,39,0,5,2.4410000000000025,25
12679,2015,10,hungaroring,False,False,False,False,False,maldonado,Venezuelan,lotus_f1,14,14,12,0,13,29,0,6,2.589000000000013,30
12674,2015,10,hungaroring,False,False,False,False,False,button,British,mclaren,16,9,4,0,17,5,0,9,2.7190000000000083,35
12675,2015,10,hungaroring,False,False,False,False,False,ericsson,Swedish,sauber,17,10,5,0,16,21,0,7,2.8230000000000075,24
12676,2015,10,hungaroring,False,False,False,False,False,nasr,Brazilian,sauber,18,11,16,0,11,21,0,7,2.977000000000004,22
12680,2015,10,hungaroring,False,False,False,False,False,merhi,Spanish,manor,19,15,0,0,19,0,0,10,5.396000000000001,24
12681,2015,10,hungaroring,False,False,False,False,False,stevens,British,manor,20,16,0,0,20,0,0,10,5.929000000000002,24
